payment_id,customer_id,subscription_id,amount,failure_reason_code,raw_bank_message,attempt_number,failed_at
pay_00148,cust_1111,sub_111,2569.22,card_expired,,2,2026-08-12 23:20:38
pay_00149,cust_1111,sub_111,2569.22,card_expired,,3,2026-08-14 00:05:14
pay_00150,cust_1112,sub_112,2959.96,fraud_suspected,,1,2026-08-18 21:52:17
pay_00151,cust_1113,sub_113,1039.92,fraud_suspected,,1,2026-06-15 20:28:58
pay_00152,cust_1114,sub_114,2291.25,ambiguous_bank_error,Declined by issuer (TXN_FAIL_09) - insufficient info from gateway response.,1,2026-06-19 02:30:22
pay_00153,cust_1115,sub_115,970.96,insufficient_funds,,1,2026-06-29 22:31:18
pay_00154,cust_1116,sub_116,3849.4,card_expired,,1,2026-08-16 14:05:20
pay_00155,cust_1116,sub_116,3849.4,card_expired,,2,2026-08-18 10:07:49
pay_00156,cust_1117,sub_117,4941.97,card_expired,,1,2026-05-28 17:29:26
pay_00157,cust_1118,sub_118,3187.64,card_expired,,1,2026-06-18 20:28:48
pay_00158,cust_1119,sub_119,827.86,insufficient_funds,,1,2026-07-15 14:56:44
pay_00014,cust_1012,sub_12,3923.8,fraud_suspected,,1,2026-07-22 01:51:20
pay_00159,cust_1120,sub_120,3223.11,insufficient_funds,,1,2026-07-21 22:10:19
pay_00160,cust_1121,sub_121,646.4,issuer_timeout,,1,2026-08-06 14:07:41
pay_00161,cust_1122,sub_122,3638.7,card_expired,,1,2026-06-16 22:17:26
pay_00162,cust_1122,sub_122,3638.7,card_expired,,2,2026-06-18 15:15:29
pay_00163,cust_1123,sub_123,4623.97,card_expired,,1,2026-06-16 23:56:08
pay_00164,cust_1124,sub_124,3991.03,insufficient_funds,,1,2026-06-28 10:59:50
pay_00165,cust_1124,sub_124,3991.03,insufficient_funds,,2,2026-07-01 08:52:00
pay_00166,cust_1125,sub_125,3016.3,insufficient_funds,,1,2026-05-28 15:55:09
pay_00167,cust_1126,sub_126,1794.71,card_expired,,1,2026-06-12 12:29:59
pay_00168,cust_1127,sub_127,3546.99,insufficient_funds,,1,2026-06-08 12:14:54
pay_00169,cust_1128,sub_128,3773.58,insufficient_funds,,1,2026-07-03 12:42:50
pay_00170,cust_1128,sub_128,3773.58,insufficient_funds,,2,2026-07-06 04:31:02
pay_00171,cust_1129,sub_129,1792.57,ambiguous_bank_error,Declined by issuer (E1042) - insufficient info from gateway response.,1,2026-08-08 14:06:33
pay_00015,cust_1013,sub_13,4582.05,insufficient_funds,,1,2026-06-09 22:20:13
pay_00172,cust_1130,sub_130,3341.95,card_expired,,1,2026-08-01 02:30:50
pay_00173,cust_1130,sub_130,3341.95,card_expired,,2,2026-08-03 10:39:44
pay_00174,cust_1131,sub_131,1776.11,insufficient_funds,,1,2026-05-26 17:24:20
pay_00175,cust_1132,sub_132,2541.15,fraud_suspected,,1,2026-06-12 01:39:04
pay_00176,cust_1133,sub_133,1578.42,mandate_revoked,,1,2026-07-22 23:05:27
pay_00177,cust_1134,sub_134,3577.68,fraud_suspected,,1,2026-08-08 14:10:44
pay_00178,cust_1135,sub_135,1756.0,insufficient_funds,,1,2026-08-13 09:22:23
pay_00179,cust_1136,sub_136,2176.85,insufficient_funds,,1,2026-05-25 05:10:11
pay_00180,cust_1137,sub_137,3173.61,fraud_suspected,,1,2026-07-21 15:58:37
pay_00181,cust_1138,sub_138,1418.09,card_expired,,1,2026-07-19 21:00:57
pay_00182,cust_1139,sub_139,3451.53,fraud_suspected,,1,2026-07-31 02:28:22
pay_00016,cust_1014,sub_14,4588.83,card_expired,,1,2026-06-23 04:16:08
pay_00017,cust_1014,sub_14,4588.83,card_expired,,2,2026-06-24 23:35:34
pay_00183,cust_1140,sub_140,4816.74,insufficient_funds,,1,2026-07-19 14:54:19
pay_00184,cust_1140,sub_140,4816.74,insufficient_funds,,2,2026-07-20 12:54:30
pay_00185,cust_1140,sub_140,4816.74,insufficient_funds,,3,2026-07-21 07:24:36
pay_00186,cust_1141,sub_141,3555.54,insufficient_funds,,1,2026-08-18 21:25:17
pay_00187,cust_1142,sub_142,3934.9,fraud_suspected,,1,2026-08-14 19:47:31
pay_00188,cust_1143,sub_143,3922.56,fraud_suspected,,1,2026-07-22 19:51:22
pay_00189,cust_1144,sub_144,1402.01,insufficient_funds,,1,2026-05-28 21:53:08
pay_00190,cust_1145,sub_145,3301.43,fraud_suspected,,1,2026-07-12 14:02:37
pay_00191,cust_1146,sub_146,4565.21,insufficient_funds,,1,2026-07-10 23:26:11
pay_00192,cust_1147,sub_147,4406.01,fraud_suspected,,1,2026-07-05 16:32:58
pay_00193,cust_1148,sub_148,4586.43,insufficient_funds,,1,2026-06-20 09:47:55
pay_00194,cust_1149,sub_149,4820.89,insufficient_funds,,1,2026-08-02 07:55:43
pay_00018,cust_1015,sub_15,4508.55,issuer_timeout,,1,2026-06-30 11:14:08
pay_00195,cust_1150,sub_150,4841.89,ambiguous_bank_error,Declined by issuer (E1042) - insufficient info from gateway response.,1,2026-06-10 11:05:50
pay_00196,cust_1150,sub_150,4841.89,ambiguous_bank_error,Payment not completed. Yes Bank returned no further reason.,2,2026-06-12 17:07:29
pay_00197,cust_1151,sub_151,2027.92,insufficient_funds,,1,2026-05-31 11:06:43
pay_00198,cust_1151,sub_151,2027.92,insufficient_funds,,2,2026-06-01 15:01:39
pay_00199,cust_1152,sub_152,4592.23,issuer_timeout,,1,2026-07-23 20:04:40
pay_00200,cust_1152,sub_152,4592.23,issuer_timeout,,2,2026-07-25 22:19:41
pay_00201,cust_1153,sub_153,4741.06,insufficient_funds,,1,2026-07-13 15:07:06
pay_00202,cust_1154,sub_154,2064.5,issuer_timeout,,1,2026-07-04 21:47:44
pay_00203,cust_1155,sub_155,3761.89,card_expired,,1,2026-08-01 13:41:06
pay_00204,cust_1155,sub_155,3761.89,card_expired,,2,2026-08-03 19:26:17
pay_00205,cust_1155,sub_155,3761.89,card_expired,,3,2026-08-04 22:23:13
pay_00206,cust_1156,sub_156,4305.16,ambiguous_bank_error,"Gateway timeout while contacting SBI - transaction status unknown, may have partially processed.",1,2026-08-08 21:23:34
pay_00207,cust_1157,sub_157,4846.39,insufficient_funds,,1,2026-06-23 02:42:13
pay_00208,cust_1158,sub_158,301.52,issuer_timeout,,1,2026-07-09 07:08:50
pay_00209,cust_1158,sub_158,301.52,issuer_timeout,,2,2026-07-12 06:04:53
pay_00210,cust_1159,sub_159,1235.57,insufficient_funds,,1,2026-07-22 10:49:09
pay_00211,cust_1159,sub_159,1235.57,insufficient_funds,,2,2026-07-25 00:17:54
pay_00019,cust_1016,sub_16,425.16,insufficient_funds,,1,2026-08-06 04:40:10
pay_00212,cust_1160,sub_160,2792.03,ambiguous_bank_error,"ICICI Bank: transaction declined, code E1042. contact bank.",1,2026-07-29 03:42:55
pay_00213,cust_1160,sub_160,2792.03,ambiguous_bank_error,"ICICI Bank: transaction declined, code TXN_FAIL_09. contact bank.",2,2026-07-31 07:37:20
pay_00214,cust_1160,sub_160,2792.03,ambiguous_bank_error,"NPCI/HDFC: mandate execution failed, reason unspecified, retry advised after 24h.",3,2026-08-01 04:47:26
pay_00215,cust_1161,sub_161,3933.48,card_expired,,1,2026-06-16 18:06:28
pay_00216,cust_1161,sub_161,3933.48,card_expired,,2,2026-06-19 07:39:02
pay_00217,cust_1162,sub_162,3361.73,ambiguous_bank_error,"Axis Bank: transaction declined, code AUTH_TIMEOUT_12. contact bank.",1,2026-07-13 14:41:01
pay_00218,cust_1162,sub_162,3361.73,ambiguous_bank_error,Declined by issuer (BNK-441) - insufficient info from gateway response.,2,2026-07-15 13:43:06
pay_00219,cust_1163,sub_163,586.79,insufficient_funds,,1,2026-06-04 04:04:08
pay_00220,cust_1163,sub_163,586.79,insufficient_funds,,2,2026-06-06 19:40:37
pay_00221,cust_1163,sub_163,586.79,insufficient_funds,,3,2026-06-09 22:20:24
pay_00222,cust_1164,sub_164,2376.83,issuer_timeout,,1,2026-06-04 13:06:50
pay_00223,cust_1164,sub_164,2376.83,issuer_timeout,,2,2026-06-07 03:54:41
pay_00224,cust_1164,sub_164,2376.83,issuer_timeout,,3,2026-06-10 17:46:55
pay_00225,cust_1165,sub_165,1295.77,card_expired,,1,2026-07-08 14:25:26
pay_00226,cust_1166,sub_166,1699.11,insufficient_funds,,1,2026-07-19 11:09:43
pay_00227,cust_1166,sub_166,1699.11,insufficient_funds,,2,2026-07-21 02:05:53
pay_00228,cust_1167,sub_167,3773.03,card_expired,,1,2026-07-04 04:35:03
pay_00229,cust_1168,sub_168,1781.3,issuer_timeout,,1,2026-08-05 13:22:55
pay_00230,cust_1169,sub_169,4365.84,mandate_revoked,,1,2026-08-14 09:38:19
pay_00020,cust_1017,sub_17,503.93,card_expired,,1,2026-07-03 19:29:33
pay_00021,cust_1017,sub_17,503.93,card_expired,,2,2026-07-05 17:55:00
pay_00231,cust_1170,sub_170,1220.15,issuer_timeout,,1,2026-05-28 15:14:54
pay_00232,cust_1171,sub_171,1963.29,fraud_suspected,,1,2026-07-16 18:14:51
pay_00233,cust_1172,sub_172,3882.68,issuer_timeout,,1,2026-06-02 19:43:41
pay_00234,cust_1173,sub_173,3356.59,issuer_timeout,,1,2026-07-17 00:11:17
pay_00235,cust_1174,sub_174,1830.16,insufficient_funds,,1,2026-08-20 05:55:09
pay_00236,cust_1174,sub_174,1830.16,insufficient_funds,,2,2026-08-23 21:25:04
pay_00237,cust_1175,sub_175,346.15,issuer_timeout,,1,2026-06-14 06:24:26
pay_00238,cust_1176,sub_176,1694.86,insufficient_funds,,1,2026-07-10 18:38:05
pay_00239,cust_1177,sub_177,3820.29,insufficient_funds,,1,2026-08-14 21:05:17
pay_00240,cust_1177,sub_177,3820.29,insufficient_funds,,2,2026-08-16 21:27:31
pay_00241,cust_1178,sub_178,1233.73,card_expired,,1,2026-06-16 03:22:27
pay_00242,cust_1178,sub_178,1233.73,card_expired,,2,2026-06-17 09:43:43
pay_00243,cust_1179,sub_179,1679.41,card_expired,,1,2026-07-23 12:38:03
pay_00022,cust_1018,sub_18,4445.98,insufficient_funds,,1,2026-07-17 20:21:07
pay_00023,cust_1018,sub_18,4445.98,insufficient_funds,,2,2026-07-19 13:10:29
pay_00244,cust_1180,sub_180,1212.92,insufficient_funds,,1,2026-08-03 08:18:20
pay_00245,cust_1181,sub_181,2266.14,card_expired,,1,2026-08-04 12:34:45
pay_00246,cust_1182,sub_182,3405.63,issuer_timeout,,1,2026-07-06 02:25:55
pay_00247,cust_1183,sub_183,2405.82,card_expired,,1,2026-08-11 10:36:27
pay_00248,cust_1183,sub_183,2405.82,card_expired,,2,2026-08-14 12:45:40
pay_00249,cust_1184,sub_184,299.11,insufficient_funds,,1,2026-07-10 05:51:39
pay_00250,cust_1185,sub_185,1935.89,mandate_revoked,,1,2026-06-26 03:15:27
pay_00251,cust_1186,sub_186,2098.68,card_expired,,1,2026-07-12 23:21:14
pay_00252,cust_1187,sub_187,2649.32,insufficient_funds,,1,2026-08-06 16:32:12
pay_00253,cust_1188,sub_188,3690.42,card_expired,,1,2026-05-30 04:15:06
pay_00254,cust_1188,sub_188,3690.42,card_expired,,2,2026-05-31 08:12:11
pay_00255,cust_1188,sub_188,3690.42,card_expired,,3,2026-06-03 04:48:48
pay_00256,cust_1189,sub_189,3908.67,insufficient_funds,,1,2026-06-18 14:48:36
pay_00257,cust_1189,sub_189,3908.67,insufficient_funds,,2,2026-06-21 14:43:59
pay_00024,cust_1019,sub_19,3653.47,mandate_revoked,,1,2026-06-17 05:32:58
pay_00258,cust_1190,sub_190,4934.35,issuer_timeout,,1,2026-07-10 20:20:09
pay_00259,cust_1190,sub_190,4934.35,issuer_timeout,,2,2026-07-12 02:30:28
pay_00260,cust_1191,sub_191,3037.81,fraud_suspected,,1,2026-07-06 16:04:19
pay_00261,cust_1192,sub_192,1968.94,insufficient_funds,,1,2026-07-15 02:41:55
pay_00262,cust_1193,sub_193,3050.58,insufficient_funds,,1,2026-07-02 14:37:35
pay_00263,cust_1193,sub_193,3050.58,insufficient_funds,,2,2026-07-05 01:28:58
pay_00264,cust_1193,sub_193,3050.58,insufficient_funds,,3,2026-07-08 20:12:20
pay_00265,cust_1194,sub_194,4796.07,card_expired,,1,2026-06-24 03:51:57
pay_00266,cust_1194,sub_194,4796.07,card_expired,,2,2026-06-26 22:05:32
pay_00267,cust_1195,sub_195,3595.58,insufficient_funds,,1,2026-06-25 16:33:39
pay_00268,cust_1195,sub_195,3595.58,insufficient_funds,,2,2026-06-26 11:23:58
pay_00269,cust_1196,sub_196,1823.16,card_expired,,1,2026-06-05 01:50:40
pay_00270,cust_1197,sub_197,652.63,insufficient_funds,,1,2026-05-26 12:18:16
pay_00271,cust_1197,sub_197,652.63,insufficient_funds,,2,2026-05-29 21:58:38
pay_00272,cust_1198,sub_198,2996.15,insufficient_funds,,1,2026-08-02 11:19:41
pay_00273,cust_1198,sub_198,2996.15,insufficient_funds,,2,2026-08-05 21:25:08
pay_00274,cust_1199,sub_199,1684.99,ambiguous_bank_error,"DC-77: soft decline, customer action may be required but not specified by issuer.",1,2026-07-03 20:50:21
pay_00003,cust_1002,sub_2,342.03,card_expired,,1,2026-07-24 07:32:38
pay_00025,cust_1020,sub_20,4239.01,issuer_timeout,,1,2026-06-17 19:12:09
pay_00275,cust_1200,sub_200,3745.12,fraud_suspected,,1,2026-05-25 16:05:41
pay_00276,cust_1201,sub_201,286.51,card_expired,,1,2026-07-12 05:13:21
pay_00277,cust_1201,sub_201,286.51,card_expired,,2,2026-07-14 06:14:08
pay_00278,cust_1202,sub_202,3981.98,insufficient_funds,,1,2026-06-17 17:53:47
pay_00279,cust_1203,sub_203,1815.47,insufficient_funds,,1,2026-06-02 04:38:24
pay_00280,cust_1203,sub_203,1815.47,insufficient_funds,,2,2026-06-03 05:11:53
pay_00281,cust_1204,sub_204,4531.75,issuer_timeout,,1,2026-06-25 01:26:23
pay_00282,cust_1204,sub_204,4531.75,issuer_timeout,,2,2026-06-28 23:15:28
pay_00283,cust_1205,sub_205,3961.24,mandate_revoked,,1,2026-07-22 17:15:19
pay_00284,cust_1206,sub_206,4538.08,fraud_suspected,,1,2026-07-27 11:43:36
pay_00285,cust_1207,sub_207,1551.5,card_expired,,1,2026-07-03 16:33:26
pay_00286,cust_1207,sub_207,1551.5,card_expired,,2,2026-07-04 06:51:38
pay_00287,cust_1207,sub_207,1551.5,card_expired,,3,2026-07-05 08:03:41
pay_00288,cust_1208,sub_208,4683.61,card_expired,,1,2026-06-15 03:18:05
pay_00289,cust_1209,sub_209,4544.47,insufficient_funds,,1,2026-08-02 13:05:58
pay_00290,cust_1209,sub_209,4544.47,insufficient_funds,,2,2026-08-03 14:56:22
pay_00026,cust_1021,sub_21,4775.8,insufficient_funds,,1,2026-06-14 00:38:20
pay_00291,cust_1210,sub_210,2101.98,card_expired,,1,2026-07-04 07:24:05
pay_00292,cust_1210,sub_210,2101.98,card_expired,,2,2026-07-06 07:01:20
pay_00293,cust_1210,sub_210,2101.98,card_expired,,3,2026-07-07 22:41:21
pay_00294,cust_1211,sub_211,1576.02,insufficient_funds,,1,2026-06-21 22:53:08
pay_00295,cust_1211,sub_211,1576.02,insufficient_funds,,2,2026-06-24 15:28:39
pay_00296,cust_1212,sub_212,1427.43,insufficient_funds,,1,2026-08-01 17:46:38
pay_00297,cust_1213,sub_213,1581.89,insufficient_funds,,1,2026-07-13 03:03:15
pay_00298,cust_1214,sub_214,2393.15,fraud_suspected,,1,2026-08-06 15:38:34
pay_00299,cust_1215,sub_215,1360.3,card_expired,,1,2026-08-02 09:27:00
pay_00300,cust_1216,sub_216,2198.52,insufficient_funds,,1,2026-05-27 21:05:33
pay_00301,cust_1216,sub_216,2198.52,insufficient_funds,,2,2026-05-29 02:33:34
pay_00302,cust_1217,sub_217,2858.93,ambiguous_bank_error,Declined by issuer (TXN_FAIL_09) - insufficient info from gateway response.,1,2026-07-02 15:02:40
pay_00303,cust_1218,sub_218,3983.9,insufficient_funds,,1,2026-07-07 07:46:42
pay_00304,cust_1219,sub_219,3727.9,fraud_suspected,,1,2026-07-09 04:02:22
pay_00027,cust_1022,sub_22,1941.31,insufficient_funds,,1,2026-07-12 07:03:15
pay_00305,cust_1220,sub_220,1039.43,fraud_suspected,,1,2026-05-25 14:44:30
pay_00306,cust_1221,sub_221,501.88,fraud_suspected,,1,2026-06-23 01:18:12
pay_00307,cust_1222,sub_222,400.15,insufficient_funds,,1,2026-07-12 16:25:52
pay_00308,cust_1223,sub_223,3814.8,insufficient_funds,,1,2026-07-27 09:22:55
pay_00309,cust_1224,sub_224,1792.24,fraud_suspected,,1,2026-08-05 11:27:56
pay_00310,cust_1225,sub_225,4790.1,card_expired,,1,2026-07-08 05:31:44
pay_00311,cust_1226,sub_226,2691.52,ambiguous_bank_error,Declined by issuer (ERR203) - insufficient info from gateway response.,1,2026-08-10 23:27:05
pay_00312,cust_1227,sub_227,1609.08,insufficient_funds,,1,2026-08-07 02:20:42
pay_00313,cust_1227,sub_227,1609.08,insufficient_funds,,2,2026-08-09 09:28:38
pay_00314,cust_1227,sub_227,1609.08,insufficient_funds,,3,2026-08-12 13:10:44
pay_00315,cust_1228,sub_228,3687.71,card_expired,,1,2026-07-06 19:27:17
pay_00316,cust_1229,sub_229,474.32,fraud_suspected,,1,2026-05-27 20:25:23
pay_00028,cust_1023,sub_23,610.14,ambiguous_bank_error,"DC-77: soft decline, customer action may be required but not specified by issuer.",1,2026-06-19 02:48:34
pay_00029,cust_1023,sub_23,610.14,ambiguous_bank_error,Txn faild - TXN_FAIL_09. Pls retyr after sometime or contct suport.,2,2026-06-20 21:30:35
pay_00317,cust_1230,sub_230,966.94,mandate_revoked,,1,2026-08-17 04:54:38
pay_00318,cust_1231,sub_231,804.9,card_expired,,1,2026-07-21 20:23:23
pay_00319,cust_1231,sub_231,804.9,card_expired,,2,2026-07-23 18:02:38
pay_00320,cust_1232,sub_232,1979.63,card_expired,,1,2026-06-25 02:36:08
pay_00321,cust_1233,sub_233,3316.89,card_expired,,1,2026-07-20 03:01:47
pay_00322,cust_1234,sub_234,4584.0,card_expired,,1,2026-08-05 08:49:16
pay_00323,cust_1235,sub_235,3136.01,insufficient_funds,,1,2026-06-19 06:07:08
pay_00324,cust_1235,sub_235,3136.01,insufficient_funds,,2,2026-06-20 14:11:57
pay_00325,cust_1236,sub_236,4089.46,ambiguous_bank_error,"Kotak Mahindra: transaction declined, code ERR203. contact bank.",1,2026-07-11 21:22:45
pay_00326,cust_1236,sub_236,4089.46,ambiguous_bank_error,"Gateway timeout while contacting Yes Bank - transaction status unknown, may have partially processed.",2,2026-07-13 09:54:10
pay_00327,cust_1237,sub_237,4008.74,issuer_timeout,,1,2026-06-16 07:07:12
pay_00328,cust_1237,sub_237,4008.74,issuer_timeout,,2,2026-06-17 07:50:31
pay_00329,cust_1237,sub_237,4008.74,issuer_timeout,,3,2026-06-18 11:35:36
pay_00330,cust_1238,sub_238,2846.91,fraud_suspected,,1,2026-06-03 02:04:19
pay_00331,cust_1239,sub_239,2496.59,mandate_revoked,,1,2026-06-29 13:52:36
pay_00030,cust_1024,sub_24,4827.94,issuer_timeout,,1,2026-06-12 23:44:12
pay_00332,cust_1240,sub_240,3282.23,ambiguous_bank_error,Payment not completed. ICICI Bank returned no further reason.,1,2026-06-24 14:43:33
pay_00333,cust_1241,sub_241,3270.01,fraud_suspected,,1,2026-07-28 04:27:32
pay_00334,cust_1242,sub_242,794.97,insufficient_funds,,1,2026-08-01 09:10:10
pay_00335,cust_1242,sub_242,794.97,insufficient_funds,,2,2026-08-03 22:14:22
pay_00336,cust_1242,sub_242,794.97,insufficient_funds,,3,2026-08-06 09:54:05
pay_00337,cust_1243,sub_243,2843.04,issuer_timeout,,1,2026-08-04 20:19:39
pay_00338,cust_1244,sub_244,1008.45,card_expired,,1,2026-06-07 04:10:42
pay_00339,cust_1245,sub_245,1819.57,fraud_suspected,,1,2026-06-09 01:52:55
pay_00340,cust_1246,sub_246,3277.98,insufficient_funds,,1,2026-06-08 08:41:13
pay_00341,cust_1247,sub_247,3266.16,card_expired,,1,2026-06-18 20:34:18
pay_00342,cust_1247,sub_247,3266.16,card_expired,,2,2026-06-21 09:30:15
pay_00343,cust_1248,sub_248,1626.68,mandate_revoked,,1,2026-08-11 22:03:10
pay_00344,cust_1249,sub_249,1178.31,card_expired,,1,2026-06-04 04:20:55
pay_00031,cust_1025,sub_25,3423.1,card_expired,,1,2026-07-04 14:57:33
pay_00032,cust_1025,sub_25,3423.1,card_expired,,2,2026-07-06 03:15:14
pay_00345,cust_1250,sub_250,4330.73,mandate_revoked,,1,2026-06-30 04:48:23
pay_00346,cust_1251,sub_251,1359.34,insufficient_funds,,1,2026-08-05 08:28:15
pay_00347,cust_1252,sub_252,4736.85,insufficient_funds,,1,2026-06-03 13:15:55
pay_00348,cust_1253,sub_253,4681.01,fraud_suspected,,1,2026-07-11 06:48:10
pay_00349,cust_1254,sub_254,2593.05,card_expired,,1,2026-07-12 15:01:05
pay_00350,cust_1255,sub_255,4839.1,card_expired,,1,2026-07-24 18:22:03
pay_00351,cust_1255,sub_255,4839.1,card_expired,,2,2026-07-25 09:31:38
pay_00352,cust_1255,sub_255,4839.1,card_expired,,3,2026-07-28 21:30:18
pay_00353,cust_1256,sub_256,2267.45,fraud_suspected,,1,2026-07-18 23:23:48
pay_00354,cust_1257,sub_257,444.56,insufficient_funds,,1,2026-06-10 06:23:35
pay_00355,cust_1258,sub_258,2360.7,card_expired,,1,2026-06-11 08:52:39
pay_00356,cust_1259,sub_259,4879.4,insufficient_funds,,1,2026-07-01 11:50:21
pay_00357,cust_1259,sub_259,4879.4,insufficient_funds,,2,2026-07-04 11:48:09
pay_00033,cust_1026,sub_26,2857.82,insufficient_funds,,1,2026-06-06 07:00:04
pay_00358,cust_1260,sub_260,2599.37,card_expired,,1,2026-08-15 01:08:45
pay_00359,cust_1261,sub_261,2392.55,card_expired,,1,2026-06-04 16:08:20
pay_00360,cust_1262,sub_262,2085.18,insufficient_funds,,1,2026-06-03 23:53:19
pay_00361,cust_1262,sub_262,2085.18,insufficient_funds,,2,2026-06-06 10:32:53
pay_00362,cust_1262,sub_262,2085.18,insufficient_funds,,3,2026-06-09 17:31:45
pay_00363,cust_1263,sub_263,278.86,card_expired,,1,2026-07-09 21:07:26
pay_00364,cust_1264,sub_264,3680.56,fraud_suspected,,1,2026-06-01 00:38:30
pay_00365,cust_1265,sub_265,4864.87,issuer_timeout,,1,2026-06-07 18:14:46
pay_00366,cust_1266,sub_266,2715.32,card_expired,,1,2026-06-02 12:09:52
pay_00367,cust_1267,sub_267,4750.38,insufficient_funds,,1,2026-08-06 06:01:28
pay_00368,cust_1267,sub_267,4750.38,insufficient_funds,,2,2026-08-08 13:09:26
pay_00369,cust_1268,sub_268,3918.87,card_expired,,1,2026-06-21 23:46:03
pay_00370,cust_1268,sub_268,3918.87,card_expired,,2,2026-06-24 04:33:13
pay_00371,cust_1269,sub_269,2495.18,ambiguous_bank_error,"NPCI/SBI: mandate execution failed, reason unspecified, retry advised after 24h.",1,2026-07-03 10:11:29
pay_00034,cust_1027,sub_27,522.52,insufficient_funds,,1,2026-08-16 10:04:32
pay_00035,cust_1027,sub_27,522.52,insufficient_funds,,2,2026-08-17 08:42:31
pay_00372,cust_1270,sub_270,4363.74,mandate_revoked,,1,2026-05-25 20:51:44
pay_00373,cust_1271,sub_271,4794.22,card_expired,,1,2026-07-16 17:19:14
pay_00374,cust_1272,sub_272,3900.64,ambiguous_bank_error,Payment not completed. Axis Bank returned no further reason.,1,2026-07-25 22:45:31
pay_00375,cust_1272,sub_272,3900.64,ambiguous_bank_error,"BNK-441: soft decline, customer action may be required but not specified by issuer.",2,2026-07-27 17:59:59
pay_00376,cust_1272,sub_272,3900.64,ambiguous_bank_error,"Gateway timeout while contacting Kotak Mahindra - transaction status unknown, may have partially processed.",3,2026-07-29 09:07:36
pay_00377,cust_1273,sub_273,4127.21,ambiguous_bank_error,"Gateway timeout while contacting HDFC Bank - transaction status unknown, may have partially processed.",1,2026-08-02 09:02:18
pay_00378,cust_1274,sub_274,1429.93,card_expired,,1,2026-06-20 06:12:52
pay_00379,cust_1275,sub_275,3540.62,ambiguous_bank_error,"NPCI/ICICI: mandate execution failed, reason unspecified, retry advised after 24h.",1,2026-08-03 03:39:47
pay_00380,cust_1276,sub_276,2748.0,mandate_revoked,,1,2026-05-31 07:03:06
pay_00381,cust_1277,sub_277,681.62,mandate_revoked,,1,2026-08-03 00:35:59
pay_00382,cust_1278,sub_278,4426.11,issuer_timeout,,1,2026-06-21 15:41:12
pay_00383,cust_1279,sub_279,1568.99,insufficient_funds,,1,2026-08-13 02:41:36
pay_00384,cust_1279,sub_279,1568.99,insufficient_funds,,2,2026-08-14 17:47:46
pay_00036,cust_1028,sub_28,4689.47,insufficient_funds,,1,2026-06-08 18:30:15
pay_00385,cust_1280,sub_280,4622.06,insufficient_funds,,1,2026-06-28 05:59:58
pay_00386,cust_1280,sub_280,4622.06,insufficient_funds,,2,2026-06-29 12:50:31
pay_00387,cust_1281,sub_281,4386.0,mandate_revoked,,1,2026-07-14 01:00:19
pay_00388,cust_1282,sub_282,4917.37,insufficient_funds,,1,2026-07-15 14:41:34
pay_00389,cust_1283,sub_283,843.16,fraud_suspected,,1,2026-06-17 14:17:12
pay_00390,cust_1284,sub_284,3708.37,insufficient_funds,,1,2026-05-30 08:45:11
pay_00391,cust_1284,sub_284,3708.37,insufficient_funds,,2,2026-05-31 23:21:50
pay_00392,cust_1285,sub_285,1126.17,mandate_revoked,,1,2026-06-03 20:57:25
pay_00393,cust_1286,sub_286,615.34,card_expired,,1,2026-05-27 03:11:08
